Note: there are more sheets in this document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Each session is found on its own sheet below. There is a session for each time you have renewed these questions.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Voter,Location- Which campus are you located?:,First Impressions- What did you think when you first saw the furniture?:,First Impressions- What piece of furniture caught your eye first?: 1,First Impressions- What piece of furniture caught your eye first?: 2,First Impressions- What piece of furniture caught your eye first?: 3,First Impressions- What piece of furniture caught your eye first?: 4,First Impressions- What piece of furniture caught your eye first?: 5,First Impressions- What piece of furniture caught your eye first?: 6,First Impressions- What piece of furniture caught your eye first?: 7,First Impressions- What piece of furniture caught your eye first?: 8,First Impressions- What piece of furniture caught your eye first?: 9,First Impressions- What piece of furniture caught your eye first?: 10,First Impressions- What piece of furniture caught your eye first?: 11,Comfort- Have you tested all 4 chairs?:,Comfort- Which is your favorite chair?:,Comfort- Why is it your favorite chair?: 1,Comfort- Why is it your favorite chair?: 2,Comfort- Why is it your favorite chair?: 3,Comfort- Why is it your favorite chair?: 4,Comfort- How comfortable is your favorite chair?:,Comfort- How long can you comfortably sit in your favorite chair?:,Functionality- Have you tested all 4 tables?:,Functionality- Which is your favorite desk?:,Functionality- Why is it your favorite desk?: 1,Functionality- Why is it your favorite desk?: 2,Functionality- Why is it your favorite desk?: 3,Functionality- Why is it your favorite desk?: 4,Functionality- Which desk gives you enough space to work? (select all that apply): 1,Functionality- Which desk gives you enough space to work? (select all that apply): 2,Functionality- Which desk gives you enough space to work? (select all that apply): 3,Functionality- Which desk gives you enough space to work? (select all that apply): 4,Functionality- Which desk gives you enough space to work? (select all that apply): 5,Functionality- How often are you rearranging the desks during class?:,Functionality- Which desk is easiest to move or adjust? (select all that apply): 1,Functionality- Which desk is easiest to move or adjust? (select all that apply): 2,Functionality- Which desk is easiest to move or adjust? (select all that apply): 3,Functionality- Which desk is easiest to move or adjust? (select all that apply): 4,Functionality- What are your complaints about the desks?: 1,Functionality- What are your complaints about the desks?: 2,Functionality- What are your complaints about the desks?: 3,Functionality- What are your complaints about the desks?: 4,Functionality- What are your complaints about the desks?: 5,Functionality- What are your complaints about the desks?: 6,Functionality- What are your complaints about the desks?: 7,Functionality- What are your complaints about the desks?: 8,Style- Is the most comfortable chair also your favorite chair design?:,Style- If you could redesign anything about the design of the chair what would it be?: 1,Style- If you could redesign anything about the design of the chair what would it be?: 2,Style- If you could redesign anything about the design of the chair what would it be?: 3,Style- If you could redesign anything about the design of the chair what would it be?: 4,Style- Is your favorite desk also your favorite desk design?:,"Style- If you could redesign anything about your favorite desk, what would it be?: 1","Style- If you could redesign anything about your favorite desk, what would it be?: 2",Overall Experience- How does the furniture affect the function of the classroom? :,Overall Experience- What is your overall feeling about the new classroom furniture?: 1,Overall Experience- What is your overall feeling about the new classroom furniture?: 2,Overall Experience- What is your overall feeling about the new classroom furniture?: 3,Overall Experience- Is there anything you miss about your old classroom?: 1,Overall Experience- Is there anything you miss about your old classroom?: 2,Overall Experience- Is there anything you miss about your old classroom?: 3,Overall Experience- Is there anything you miss about your old classroom?: 4,Overall Experience- Any other thoughts or suggesstions?: 1,Overall Experience- Any other thoughts or suggesstions?: 2
2025-12-18,192,Midland Freshman High School,I liked the old furniture better,the desks,the chairs,,,,,,,,,,Yes,Chair 4,its more comfortable and not heavy,,,,Very comfortable,1/2 of the class,Yes,Desk 1,is easier to move,,,,Desk 1,,,,,Classroom layout stays the same,Desk 3,Desk 1,,,some of the legs of other desks stick out and they heavy,,,,,,,,It's fine,make them bigger,,,,It's fine,the color,,No big difference,there's no new furniture,,,no,,,,no,
2025-12-18,193,Midland Freshman High School,It looks interesting,"The Midland freshman signs in the front when you first walk into the school, by the stairs.",,,,,,,,,,,No,Chair 3,"Because it's more laid-back, and the others are kind of uncomfortable.","The other chairs are just different from this one. I mean their all chairs, but they have differences.",,,Very comfortable,Entire class,Yes,Desk 3,"This desk is my absolute favorite among all the options available to me. What sets it apart is not only its superior comfort but also its generous length, which provides ample space for all my work es",,,,Desk 3,Desk 1,,,,Classroom layout stays the same,Desk 3,Desk 1,Desk 2,,"I don’t really have any complaints about the desk. At the end of the day, they’re all just desks, after all. What truly matters is their functionality. Regardless of their design or materials, a desk",,,,,,,,It's fine,"I'm not entirely certain what to think about it, but ultimately, it's just a chair. From what I can see, it doesn't have any flaws and actually looks quite nice. Its design seems quite appealing, and",,,,It's fine,"Ultimately, it wouldn’t make much of a difference to me because, when it comes down to it, a desk serves its purpose regardless of its appearance or brand. What really matters is the functionality it",,It's a nice upgrade,"It certainly has an appealing aesthetic, and I must admit, it does enhance the overall appearance just a bit. However, if we're being honest, the core function of a chair remains unchanged, a","as does that of a desk and, ultimately, a classroom. At the end of the day, while these enhancements may contribute to a more pleasant environment, they don't alter the fundamental purpose of these es",,"No, not really, becauseit'ss still almost the same to me, i dont really mind what the classroom looks like.",,,,"While it's true that you can experiment with various styles and arrangements in a classroom, ultimately, the essence of what makes it a classroom will remain unchanged. Whether you choose to decorate.",
2025-12-18,194,Midland Freshman High School,"Wow, I love it!",I like the dark gray chairs with like a waffle texture on the back,"I like the small gray tables, not the brown ones that have to poles sticking out because you can't line them up straight",,,,,,,,,,Yes,Chair 4,I just like how comfortable  it is,,,,Very comfortable,Most of the time,Yes,Desk 3,because its small and it can fit in the classroom,,,,Desk 3,Desk 1,,,,Periodically (as needed),Desk 3,,,,They move around a lot,,,,,,,,Yes. it's awesome,Add some cushion so that it can be more comfortable,,,,Yes. it's awesome,Nothing,,It's a nice upgrade,Good,,,Nope,,,,Nope,
2025-12-18,195,Midland Freshman High School,It looks interesting,the desks,,,,,,,,,,,Yes,Chair 2,because it covers your whole back and its smooth.,,,,Somewhat comfortable,Most of the time,Yes,Desk 2,its easy to move around,,,,Desk 2,Desk 1,,,,Periodically (as needed),Desk 2,,,,,,,,,,,,Could be better,,,,,It's fine,,,It's a nice upgrade,,,,,,,,,
2025-12-18,196,Midland Freshman High School,How is this going to work?,I havent seen no furniture,,,,,,,,,,,No,Chair 3,comfy,,,,Very comfortable,Entire class,No,Desk 3,idk,,,,All of them,,,,,Classroom layout stays the same,Desk 1,,,,none,,,,,,,,It's fine,,,,,Could be better,,,No big difference,,,,,,,,,
2025-12-18,197,Lee High School,It looks interesting,Chairs,,,,,,,,,,,Yes,Chair 4,The chair's texture on the seat part.,,,,Somewhat comfortable,Entire class,No,Desk 1,Only desk I've used.,,,,Desk 2,,,,,Periodically (as needed),,,,,,,,,,,,,It's fine,,,,,,,,It's a nice upgrade,,,,,,,,,
2025-12-18,198,Midland Freshman High School,It looks interesting,pues me parecio interesante  y pues me gusta mucho,,,,,,,,,,,Yes,Chair 1,me gustan como las de mi clase de siensias,,,,Somewhat comfortable,Entire class,Yes,Desk 3,me gusta El 3 por que es mas comodo,me gustan todos,,,All of them,,,,,Daily,Desk 3,,,,me gustan mucho todos,,,,,,,,It's fine,,,,,It's fine,me gusta,,No big difference,bien,,,,,,,bien,bueno
2025-12-18,199,Midland Freshman High School,It looks interesting,the cheirs becuase they are diffetent but i like them,,,,,,,,,,,No,Chair 2,because its comftrable and nice,,,,Somewhat comfortable,Entire class,No,Desk 3,"because its nice, it has enough space and its comfrable",,,,Desk 1,Desk 3,,,,Periodically (as needed),Desk 3,,,,i dont have any complains i tho k this chair is pretty comftrable and i like it,,,,,,,,It's fine,i think its a pretty good desing i don't think i would change it,,,,Yes. it's awesome,"nothing, i think its good how it is",,It's a nice upgrade,"i thik its preety good, i like it and its comfty",,,no,,,,no,
2025-12-18,200,Midland Freshman High School,It looks interesting,there's nothing to odd about them the only chairs I don't like are the ones attached to desks,,,,,,,,,,,Yes,Chair 2,It feels more comftorble and it does not have a hole on the back side which is great for me,,,,Somewhat comfortable,Entire class,Yes,Desk 3,it has adjustable wheels that you can help  move it and it has more room,,,,Desk 3,,,,,Periodically (as needed),Desk 3,,,,I don't have any complaints thanks for asking,,,,,,,,It's fine,nothing I think they are perfect already,,,,Yes. it's awesome,its fine it does not need any changes,,It's a nice upgrade,I feel happy with it I'm fine with it,,,no I don't remember any old funiture here I got here,,,,no thanks for asking,
2025-12-18,201,Midland Freshman High School,It looks interesting,the grey small tables and the less heavy chairs,,,,,,,,,,,No,Chair 4,"because is easy to grab and pull and less heavy
and they look better",,,,Very comfortable,Entire class,No,Desk 3,because is better to move around,,,,Desk 3,Desk 3,,,,Classroom layout stays the same,Desk 3,,,,they should all be the same,,,,,,,,It's fine,none,,,,It's fine,nothing,,It's a nice upgrade,they are very nice and confortable,,,no,,,,everything is fine,
2025-12-18,202,Midland Freshman High School,"Wow, I love it!",The chair because it looked way more comfortable.,,,,,,,,,,,No,Chair 4,"Because it follows my back, if that makes sense. its more comfortable for my back and thighs.",,,,Somewhat comfortable,1/2 of the class,No,Desk 1,"Its my favorite because its big and gives me space to leave my things on, and the poles don't get in my leg way.",,,,Desk 2,Desk 1,,,,Classroom layout stays the same,Desk 3,Desk 2,Desk 1,Desk 3,nothing.,,,,,,,,Could be better,everything.,,,,It's fine,nothing.,,No big difference,"It's fine, could be better but it is somewhat better than however it used to be.",,,No.,,,,No.,No.
2025-12-18,203,Midland Freshman High School,It looks interesting,the light grey chair that is sort of oval shaped,,,,,,,,,,,No,Chair 4,,,,,Very comfortable,Most of the time,No,Desk 2,because its perfect to hold the stuff I need on my desk,,,,Desk 1,,,,,Periodically (as needed),Desk 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-19,204,Lee High School,It looks interesting,The new desk.,,,,,,,,,,,Yes,Chair 2,Has backpack hook and a comfortable ch,,,,Somewhat comfortable,Entire class,Yes,Desk 2,They are high enough and big enough. They also fit together nicely,,,,Desk 2,,,,,Periodically (as needed),Desk 2,,,,NA,,,,,,,,It's fine,NA,,,,Yes. it's awesome,"The color, it kinda get dirty easily.",,It's a nice upgrade,I like it a lot. It was very much needed.,,,No,,,,No,
2025-12-19,205,Lee High School,"Wow, I love it!",the big one,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-19,206,Lee High School,It looks interesting,The new tables.,,,,,,,,,,,Yes,Chair 4,It is the least heavy and most comfortable.,,,,Very comfortable,Entire class,No,Desk 3,It is the only one I’ve seen.,,,,Desk 3,,,,,Periodically (as needed),Desk 3,,,,No complaints.,,,,,,,,Yes. it's awesome,Add wheels.,,,,Yes. it's awesome,Nothing.,,It's a nice upgrade,The new furniture is nice.,,,No.,,,,No.,
2026-01-06,207,Lee Freshman High School,It looks interesting,The desks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-07,208,Lee High School,"Wow, I love it!",The new desks had wheels and could lock in place.,,,,,,,,,,,No,Chair 3,because it is comfortable for a long period of timeime,,,,Somewhat comfortable,Most of the time,No,Desk 3,large,,,,Desk 1,Desk 3,Desk 2,,,Periodically (as needed),Desk 2,,,,nothing,,,,,,,,Yes. it's awesome,the back brace for better stability,,,,It's fine,good,,It's a nice upgrade,fun,,,no,,,,sorry no,
2026-01-07,209,Midland High School,It looks interesting,The light wood desks,,,,,,,,,,,Yes,Chair 3,it moves when i move it,,,,Somewhat comfortable,Entire class,No,Desk 1,I like the color and the space it has the best.,It stays put and does not move.,,,Desk 1,Desk 3,,,,Periodically (as needed),Desk 1,,,,Sometimes it can be hard to configure them in a way that allows for several groups.,,,,,,,,Not my style,Adding hooks on the back to all of the chairs.,,,,It's fine,The legs of the desks should interlock with each other so there are not gaps inbetween desks.,,It's a nice upgrade,"I think it's good, it just needs to be more moveable.",,,The ease in moving the desks around when needed.,,,,NA,
2026-01-07,210,Midland High School,"Wow, I love it!",the tall desks and the chairs with the bar for your feet on them,,,,,,,,,,,Yes,Chair 1,it has a bar for your feet on it,,,,Somewhat comfortable,Entire class,Yes,Desk 2,tall spacious,,,,Desk 2,Desk 1,Desk 3,,,Periodically (as needed),Desk 1,,,,,,,,,,,,Could be better,,,,,Yes. it's awesome,,,It's a nice upgrade,,,,,,,,,
2026-01-07,211,Midland High School,It looks interesting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-07,212,Midland High School,"Wow, I love it!",I like that it looks updated and fresh. It was nice that it was easy to move around.,,,,,,,,,,,No,Chair 4,It was easy to move and very comofrtable.,,,,Somewhat comfortable,Entire class,No,Desk 3,I liked it because it was a good height and easy to clean of pencil marks.,,,,Desk 1,Desk 3,Desk 3,Desk 2,,Periodically (as needed),Desk 3,,,,I only dislke that with some of the desks you can cross your legs because there is a bar in the way.,,,,,,,,Yes. it's awesome,I wouldn't redesign anything.,,,,Could be better,"There is a bar in the way, so you can cross your legs comfortably.",,It's a nice upgrade,You can easily navigate the room.,,,No! I like the fresh new update.,,,,No! I like the update.,
2026-01-07,213,Midland High School,It looks interesting,"The grey desks, they are simple but stand out and the have plenty of space, as well as wheels so you can easily roll them around.",,,,,,,,,,,Yes,Chair 1,The way it's shaped is the most comfy to sit in and the material isn't just standard plastic.,,,,Very comfortable,Entire class,Yes,Desk 3,It's plenty spacious and the wheels make it easy to move when needed.,,,,Desk 3,Desk 3,,,,Periodically (as needed),Desk 3,,,,"They are heavy but it's not too bad, heavy just means good quality.",,,,,,,,Yes. it's awesome,"Probably color, grey is boring it needs more life, maybe try something pastel.",,,,Yes. it's awesome,"Again, color.",,It's a nice upgrade,I loved it and it was much better than the standard desks and chairs we normally have to use.,,,Not that I can think of.,,,,Get rid of the chairs with the mesh backings if your going to have carpet they suck.,
2026-01-07,214,Midland High School,"Wow, I love it!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-07,215,Midland High School,"Wow, I love it!","I thought some of the chairs weren't able to be pushed in and out and had to be lifted, but I liked the chairs with the hooks on the back and the grey tables with round edges",Grey table with round edges,Chairs with hooks on the back,,,,,,,,,Yes,Chair 1,it was easy to push in and out,they had a convenient hook on the back,they were comfortable,,Very comfortable,Entire class,Yes,Desk 1,It was easily transportable,it was a good size,,,Desk 1,,,,,Periodically (as needed),Desk 3,,,,nothing,,,,,,,,Yes. it's awesome,,,,,Yes. it's awesome,,,It's a nice upgrade,it looks more modern,,,no,no,no,no,no,
2026-01-07,216,Midland High School,It looks interesting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-07,217,Midland High School,"Wow, I love it!",The wide desk had lots of space.,,,,,,,,,,,Yes,Chair 2,It was easier to move and way lighter than the other chairs.,,,,Very comfortable,Entire class,No,Desk 1,It has a wide tabletop and lots of leg space.,,,,Desk 3,Desk 1,,,,Periodically (as needed),Desk 3,Desk 1,,,"The darker grey one doesn't have enough leg space, and its height was harder to manage.",,,,,,,,Yes. it's awesome,I would make it a little wider.,,,,It's fine,,,It's a nice upgrade,I enjoy it more because I have more workspace,,,,,,,I don't like the chair with the crossbar on the bottom. It didn't have enough leg space.,
2026-01-07,218,Midland High School,It looks interesting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-07,219,Midland High School,"Wow, I love it!",The table that has a really big space for your work.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-07,220,Midland High School,It looks interesting,"The chairs that are kind of flexible, less rigid, and the ones with wheels.",,,,,,,,,,,Yes,Chair 2,It sucks the least. All of them are decently comfortable to sit in but they all are a nightmare to push in and out of the desks.,,,,Somewhat comfortable,Most of the time,No,Desk 2,It was just a decent desk.,,,,All of them,,,,,Classroom layout stays the same,Desk 3,,,,"None, they work pretty well. I like how much space each one gives, the small desks in other classes are terrible to use and I always run out of space.",,,,,,,,It's fine,Add wheels that roll well. Mr. Boyce (Midland High campus) has rolling chairs with 6 wheels and they are perfect.,,,,Yes. it's awesome,"Nothing, it works well.",,It's a nice upgrade,It was pretty good except the chairs need wheels that roll smoothly. Getting in and out of chairs was an absolute nightmare.,,,Nope!,,,,Add smooth-rolling wheels on the chairs!,
2026-01-07,221,Midland Freshman High School,It looks interesting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-07,222,Midland High School,It looks interesting,the chairs with the design on the back,the tables that have a backpack hook,,,,,,,,,,Yes,Chair 3,because it's simple to move compared to the other ones and comfortable,,,,Very comfortable,Entire class,Yes,Desk 2,it's easy to move and stays put unless the breaks are off,,,,All of them,,,,,Periodically (as needed),Desk 2,,,,"somme wheels get stuck, they don't move, make many noises with the slightest movement and get dirty way too quick and some are hard to clean",,,,,,,,Yes. it's awesome,make it more interesting and have hooks on the back,,,,It's fine,"I would make it easier to clean, more space, and easy clean",,It's a nice upgrade,I like the new furniture very much and it was nice sitting somewhere comfortable,,,I don't miss anything about my old classroom it was a nice upgrade that benefited all of us,,,,,
2026-01-08,223,Lee High School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-08,224,Midland High School,"Wow, I love it!",The tables.,,,,,,,,,,,Yes,Chair 2,Easy to move.,,,,Somewhat comfortable,Most of the time,Yes,Desk 1,"provides enough space to write, and place my school materials.",,,,Desk 2,Desk 1,,,,Periodically (as needed),Desk 3,,,,None,,,,,,,,It's fine,"Nothing, the design was nice.",,,,Could be better,"Nothing, I like the design.(I misclicked  on the previous question)",,It's a nice upgrade,I liked it.,,,No,,,,None,
2026-01-08,225,Midland High School,"Wow, I love it!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-08,226,Midland High School,"Wow, I love it!",Whenever I was in the classroom waiting for an assignment i'd sit in the new chairs and at the desks and would comfortably ponder what the rest of the day would bring on :),the chairs,,,,,,,,,,Yes,Chair 1,it has the squishy bit at the top,,,,Somewhat comfortable,Entire class,Yes,Desk 2,I don't know. I've grown attached to my desk.,,,,All of them,,,,,Periodically (as needed),,,,,,,,,,,,,Yes. it's awesome,nothing.,,,,Yes. it's awesome,nothing.,,It's a nice upgrade,fire,,,no,,,,no,
2026-01-09,227,Lee Freshman High School,It looks interesting,the desks and chairs,the chair,,,,,,,,,,No,Chair 3,because it supports my back,,,,Very comfortable,Entire class,No,Desk 3,because it supports the material that I put on the desk,,,,All of them,,,,,Daily,Desk 1,,,,their is none because they are all the same,,,,,,,,Yes. it's awesome,to not be bendy,,,,It's fine,nothing,,It's a nice upgrade,its fine,,,no,,,,no,
2026-01-09,228,Lee Freshman High School,It looks interesting,The chairs with the hook on the back for your backpack and the bar at the bottom between the two chair legs I put me feet on.,,,,,,,,,,,No,Chair 1,Because its comfortable and I like to put my feet up on the little railing.,,,,Very comfortable,Entire class,Yes,Desk 3,I like the way its colored.,,,,Desk 3,,,,,Periodically (as needed),Desk 3,Desk 3,,,don't have any,,,,,,,,Yes. it's awesome,nothiing,,,,Yes. it's awesome,nothing,,It's a nice upgrade,love it,,,nope,,,,nope,
2026-01-09,229,Lee Freshman High School,"Wow, I love it!",the chairs.,the chairs,The chairs cause they look different and they are now very handy for your backpacks.,,,,,,,,,No,Chair 4,cause its comfuorbule.,,,,Somewhat comfortable,Most of the time,No,Desk 3,cuase its very handy,,,,Desk 3,,,,,Classroom layout stays the same,Desk 3,Desk 3,,,nothing,,,,,,,,It's fine,nothing its good,,,,Yes. it's awesome,nothing,,It's a nice upgrade,its pretty good,,,no,,,,no,
2026-01-09,230,Lee Freshman High School,It looks interesting,Um the desk,desk,,,,,,,,,,Yes,Chair 2,um because I don't have reason,,,,Neither comfortable nor uncomfortable,1/2 of the class,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-09,231,Lee Freshman High School,It looks interesting,The chairs by how they support you,,,,,,,,,,,Yes,Chair 2,It's comfortable and it feels nice to sit,,,,Very comfortable,Entire class,Yes,Desk 2,I like how much room it gives you,,,,Desk 3,Desk 3,,,,Classroom layout stays the same,Desk 2,Desk 3,,,I don't have any complaints.,,,,,,,,Yes. it's awesome,I wouldn't redesign anything,,,,Yes. it's awesome,I wouldn't redesign anything,,It's a nice upgrade,it's nice,,,No no really,,,,i don't have any other thoughts,
2026-01-09,232,Lee Freshman High School,It looks interesting,The gray rounded edge desk with wheels on all legs and the chair with the hook on the back,,,,,,,,,,,Yes,Chair 1,because it gives enough support without being stiff,,,,Somewhat comfortable,Entire class,Yes,Desk 3,because it is at the right level to be able to do work comfortably and the hooks on the sides are helpful,,,,All of them,,,,,Periodically (as needed),Desk 3,Desk 3,,,none,,,,,,,,It's fine,idk,,,,Yes. it's awesome,idk,,It's a nice upgrade,furniture looks nice,,,no,,,,no,
2026-01-09,233,Lee Freshman High School,It looks interesting,chairs,,,,,,,,,,,Yes,Chair 3,its big and comfy,,,,Very comfortable,Entire class,Yes,Desk 3,its big and spacious,,,,Desk 3,Desk 2,,,,Classroom layout stays the same,Desk 2,Desk 3,,,they are wobbly,,,,,,,,Yes. it's awesome,nothing,,,,It's fine,no wheels,,It's a nice upgrade,its comfy and way better than last furniture,,,no,,,,dont put wheels in desks,
2026-01-09,234,Lee Freshman High School,"Wow, I love it!",the chair that has a design to hold your back pack because most of the chairs I sat in didn't have it which led me putting my back pack on the floor and it got dirty,that you can change the tables around with the wheels because the table I sat in front of them you couldn't and you'll have to get up and move it around which sucked.,the chairs that are design to hold your back pack,the tables that have wheels on them to move them around,I say the chairs with the design to hold your backpack because in all the other chairs I sat in I never seen one that that and I find it really cool because I don't have to put all my stuff on ground.,it find the etables cool the it has wheels so you can move around and put them in the spot you want in stead of getting up over and over and over to pick it up and move it when you can use the wheels.,,,,,,Yes,Chair 2,because it has the design to hold your back pack in stead of putting it on the ground and getting it dirty its better if you can just hang it up and be all good and clean I love it so much its alsome.,because it has the design to hold your back pack in stead of putting it on the ground and getting it dirty its better if you can just hang it up and be all good and clean I love it so much its alsome.,,,Very comfortable,Entire class,Yes,Desk 3,it has wheels so you can move it where ever you want in stead of getting up over and over and over again just to move it when you can just unlock the wheels and easily push it to wherever you need it.,,,,All of them,,,,,Weekly,Desk 1,,,,ejbievrb ribeiubrfiuebribhe hbibrj w srhe hr ce hr hwetha nd eebdhdhdhhdhdhdhdhdhhdhdhdhdhhdhdhdhhdhhhdhdhdhdhdhdhhdhdhdhdhdhhhdhdhdhdhhdhdhdhdhdhdhhdhdhdhdhdhhdhdhdhdhdhhdhdhdhdhdhdhhdhdhdhdhhdhdhdhd,,,,,,,,Yes. it's awesome,ueuwbfribfryebhbshbdhbsjbhdsdbhsbhdkbdfkhbdfhsbkbfhbdkfhbksbdkhbkhbfhbfbhkhfbhkdbhkbhbkhsdfbhkdfbkhbfhbshkfbhsbdfhbdkhbhkbfkhfdbkhdhbfhfbkhbshkfbkfhbdkshfbkhbsdfkhbfkhbskfhbkfshshkfbkhfbfdkhbfhkbfdkhb,,,,It's fine,nnedjbwjfbdbeueduudhaodehuedhueahoeouhaodheudheaouhuoeohduaouhoaehouaaoduhuoeauoeauodeuheouuhdaoeuoeahduoehuhduoahdeuohaeduohdoueouadhouehouauohduoehhuedoedaueuohueduoadeuoehauohduoeahdoudehoueuoeaade,,It's a nice upgrade,jnuwivwbniuwbsiuebwiusbliubevyierbiebvriysbihdbfiydvdsibvhdsdhvksdbkhfbshdfbksdhbhfkdfbhksdbfshkdbdkhbdhkfbskhfbskfhbkdfbhdbkfkhbfkhdbfkhdsfbkhsdfbkhbfskhbfkhdbsdfhkbsdhbfkhsdbfkhsbdfkhdbkhsbhkfdbhksf,,,n sn ch DHS dj fj vh fjvh vhj fvsjsf hsj hdbdchdkcbkhdsbkchbcbshbchkbcdkhcbshbdckhdbchksbdkdhcbkhdsbckhdbdhkcbkcdhbckhbdchkdcbhcbhskcbkdhbchkdbkhcdbkhcdbdkhcbhsdbchkbcdkhcdbkhdbckhdbhckbckhbckhbchbcdk,,,,jnkdskjhsfbvkjwnvkjefbubvruibvrbvreubrvuberviubrvfbevibverubikubkiubugvreiuhriuhvriurbueriurihvuheiuhrviurebviurvuireiuvbuerviurbvirvbiuvrbuibviuvbruvbvrubvuvbriuvbriuvbruvruibvuibruvuivbruirvbrveiubv,
2026-01-09,235,Lee Freshman High School,How is this going to work?,nothing,,,,,,,,,,,No,Chair 3,idk because this was the only chosse,,,,Somewhat uncomfortable,None of the class,No,Desk 1,idk I am just guessing,,,,None of them,,,,,Classroom layout stays the same,,,,,nothing idc,,,,,,,,Not my style,idk,,,,Not my style,be black at least,,No big difference,idc just here to be here,,,nope don't care,,,,ummmmm school isn't fun,
2026-01-09,236,Lee Freshman High School,It looks interesting,The first piece of furniture that caught my eye was the desk.,,,,,,,,,,,No,Chair 1,i like the back of the chair.,,,,Somewhat comfortable,Entire class,No,Desk 1,"because it isn't constantly rolling around, because there are only wheels on two of the legs.",,,,All of them,,,,,Periodically (as needed),Desk 3,,,,I have none,,,,,,,,It's fine,nothing,,,,It's fine,nothing,,It's a nice upgrade,Its nice,,,Not really,,,,No,
2026-01-09,237,Lee Freshman High School,It looks interesting,the tables,the tables,,,,,,,,,,No,Chair 2,because that's my assigned seat,,,,Somewhat comfortable,Entire class,No,Desk 1,theres tons of these tables in my classroom,,,,Desk 1,,,,,Periodically (as needed),Desk 3,Desk 3,,,nothing,,,,,,,,It's fine,nothing,,,,Not my style,nothing,,No big difference,its ok,,,nope,,,,nothing,
2026-01-09,238,Lee Freshman High School,"Wow, I love it!",desk,the desks are pretty cool,"the chairs are great the desk are great comfortable an safe

good for misd , good for posture great size good texture some classes are not good there old dirty an squeaky an uncomfortable  un enjoyble",,,,,,,,,No,Chair 1,because it suit the body,,,,Somewhat comfortable,None of the class,No,Desk 1,because its big,,,,Desk 1,,,,,Periodically (as needed),Desk 3,Desk 2,,,idkk there not bad,,,,,,,,Not my style,none,,,,Could be better,none,,No big difference,yess,,,no,,,,none,noen
2026-01-09,239,Lee Freshman High School,It looks interesting,the floor is messing up the vibe  and should be changed over the summer like the softer black floor at abel it would make classes appear better,,,,,,,,,,,Yes,Chair 3,idk which is better but its a little hard u know,,,,Neither comfortable nor uncomfortable,Most of the time,Yes,Desk 3,meh I don't I care that much,,,,Desk 1,,,,,Weekly,Desk 3,Desk 3,,,not enough space,,,,,,,,Could be better,sorter part that I sit on,,,,Could be better,more room,,It's a nice upgrade,cool but the floor needs to change,,,umm not alot just the designs of the floor because this one gets everything dirty,,,,nope,actually yes more dairy free things to eat like snacks
2026-01-09,240,Lee Freshman High School,It looks interesting,the desk caught my eye first because it was bright and they looked off,,,,,,,,,,,No,Chair 4,it is my favorite because i can pop my back on it and i can get up,,,,Somewhat comfortable,Entire class,No,Desk 3,it looks cool and i like the color,,,,All of them,,,,,Classroom layout stays the same,Desk 3,,,,it looks small an  esay to move,,,,,,,,It's fine,a chair for our back,,,,It's fine,longer,,No big difference,i like it,,,no,,,,no,
2026-01-09,241,Lee Freshman High School,How is this going to work?,What caught my eye first was the couch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
